title,ingredients,method,Main ingredients,Cuisine,Course,Prep time,Cook time,Serve,Taste,Level of cooking,Veg/Non Veg
Pide,[],"['Preheat oven at 180oC. Grease a baking tray with olive oil.', 'Put yeast in a bowl, add castor sugar and 2-3 tablespoons warm water, mix and set aside for 5-10 minutes or till yeast activates.', 'Put refined flour in a planetary mixer. Add 1 egg, yogurt, salt and activated yeast and knead into a soft dough using water as required.', 'Dust worktop with flour, place dough on it and knead with your hands. Dust a bowl with some flour, put dough in it, cover with a cling film and set aside for 5-10 minutes.', 'Roughly chop onions.', 'Heat oil in a non-stick pan. Add onions and saute well. Add garlic, mix and saute for 2 minutes.', 'Add mutton mince, mix well and cook, add salt and mix well. Add red and green capsicum, mix well and cook for 2 minutes.', 'Finely chop green chillies and add, mix and cook. Add tomato puree, mix well and cook.', 'Add paprika and all-spice powder, mix well and cook till the mince is fully cooked.', 'Divide dough into equal portions and shape them into large balls. Roll out into oblong sheets and place on greased baking tray. Top with mince mixture and mozzarella cheese, fold the edges inwards and join them at the ends. Make another one in a different pattern and top with mozzarella cheese.', 'Whisk remaining egg and brush the pides with it.', 'Place tray in preheated oven and bake for 15-20 minutes.', 'Serve hot.']",,Turkish,Snacks and Starters,,51-60 minutes,4,Mild,,Non Veg
Sweet Pongal,[],"['Boil milk in a deep non stick pan, add 1 1/2  cups water and mix. Add rice and let it cook, stirring frequently.', 'Meanwhile dry roast moong dal in another non stick pan. When lightly coloured, transfer into a bowl, wash and drain. Add it to the pan with milk and rice and mix and cook, stirring frequently.', 'Heat 1 tbsp ghee in a small non stick pan, add raisins and cashewnuts and saute till golden. Transfer into a bowl. When rice and dal are cooked, add jaggery, and mix. Add 2 tbsps ghee and cook.', 'Heat 1 tbsp ghee in the second pan, add coconut and saute lightly. Add this to the rice-dal mixture.  Add cashewnuts and raisins and mix. Add green cardamom powder and nutmeg and mix well. Add the remaining ghee and mix well.', 'Serve hot.']",,Tamil Nadu,Desserts,,11-15 minutes,4,Sweet,,Veg
Chocolate for Love,[],"['Heat fresh cream in a non-stick pan till just warm.', 'Place white chocolate in a bowl.', 'Heat dark chocolate in the microwave for a minute or till it melts. Remove from heat and mix till smooth. Cool to room temperature.', 'Pour warm cream over white chocolate and mix till the chocolate melts.', 'Add whipped cream and fold till well blended. Divide the white chocolate mixture into 3 equal portions.', 'To one portion, add strawberry crush and mix well. To second portion, add orange syrup and mix well. To third portion, add vodka and mix well.', 'Fill heart shaped chocolate moulds with the melted dark chocolate covering the sides and making a shell. Scrape off the excess chocolate and pour back the chocolate into the bowl. Refrigerate for 2-3 minutes.', 'Fill the shells alternately with the three flavoured white chocolate mixture, tap a little and refrigerate for 10-15 minutes.', 'Cover with the remaining melted dark chocolate, tap a little, scrape off the excess chocolate and refrigerate for 2-3 hours.', 'Demould and serve.']",,"Fusion, , , ,",Desserts,,0-5 minutes,4,Sweet,,Veg
Rajgira Thalipeeth,[],"['Place potatoes in a bowl, add rajgira flour, cumin seeds, coriander leaves, ginger-green chilli paste, peanuts, rock salt and mix. Add one-fourth cup of water and mix well to make a dough.', 'Divide the dough into eight equal portions. Take a portion of the dough and spread into a roundel. This is thalipeeth.', 'Heat ghee on a non-stick tawa. Put the thalipeeth and shallow-fry on medium heat, turning sides, till golden brown and crisp on both sides.', 'Serve hot.']",,Maharashtrian,Snacks and Starters,,31-40 minutes,4,Spicy,,Veg
Spicy Baingan-Cook Smart,[],"['To make the paste, grind together cumin seeds, mustard seeds, red chillies, ginger and garlic with sufficient water into a smooth paste.', 'Heat oil in a non-stick pan. Add mustard seeds and let them splutter.', 'Add garlic and curry leaves and saute till fragrant. Add brinjal and toss to mix. Add salt and ground paste, mix well and cook for 2 minutes.', 'Add green chillies and a little water, mix well, cover and cook on low heat till brinjals turn soft and pulpy and the oil separates from the masala.', 'Add sugar and malt vinegar, mix well and cook for 2 minutes.', 'Serve hot.']",,Goan,Main Course Vegetarian,,16-20 minutes,4,Tangy,,Veg
White Dhokla,[],"['Grind together rice and split black gram alongwith  1/2  cup water into smooth and thick batter. Transfer in a bowl.', 'Add yogurt to the batter and mix well. Cover and set aside to ferment for 7-8 hours.', 'Heat some water in a steamer. Cover and let the water boil.', 'Add ginger-green chilli paste, fruit salt and salt and mix well.', 'Grease a steel plate with some oil and pour the batter filling  1/2  of it, spread evenly and tap.', 'Sprinkle some crushed peppercorns on top, place the plate in hot steamer, cover and steam for 10 minutes. Remove from steamer.', 'Cut into diamonds, demould and serve hot.']",,Gujarati,Snacks and Starters,,11-15 minutes,4,Spicy,,Veg
Poppadam Pizza - SK Khazana,[],"['Preheat the oven at 180@C.', 'Spread out the poppadams on the work top. Take spicy tomato chutney in a bowl and brush it on the poppadams with a brush.', 'Sprinkle mozzarella cheese generously on each poppadam. Arrange a few cottage cheese cubes, mixed capsicums, sweet corn kernels and onion. Sprinkle some red chilli flakes, crushed black peppercorns and salt.', 'Place a few olives slices on all the poppadams and top with some more mozzarella cheese.', 'Place them on a baking tray, keep the tray in the preheated oven and bake for 5-7 minutes.', 'Arrange them on a serving platter and serve immediately.']",,"Indian,Fusion",Snacks and Starters,,6-10 minutes,4,Tangy,,Veg
Shahi Mutton Tikkas,[],"['Heat sufficient oil in a kadai.', 'Put mutton mince, garam masala powder, red chilli powder, green chillies, ginger-garlic paste, salt, onion and coriander leaves in a bowl.', 'Roughly chop mint leaves and add. Mix well and set aside.', 'Pour milk into another bowl. Soak bread slices in it, squeeze, crush and add to the mutton mince mixture and mix well.', 'Put flour in a 3rd bowl. Add little water and mix well into a smooth batter.', 'Beat eggs in a 4th bowl.', 'Divide the mince mixture into equal portions, flatten and shape them into tikkis.', 'Dip tikkis in batter, coat with beaten eggs and deep-fry in hot oil till golden. Drain on absorbent paper.', 'Serve hot.']",,Indian,Snacks and Starters,,16-20 minutes,4,Spicy,,Non Veg
Sol Kadhi,[],"['Take kokum petals in a large mixing bowl, add sufficient hot water and let them soak for 2 hours.', 'Finely chop fresh coriander sprigs.', 'Line a strainer with a muslin cloth and place it on a bowl. Pour the kokum water into it and strain into the bowl.', 'Put coconut into a grinder jar, add garlic cloves, green chillies, salt and 2 cups water and grind into a smooth mixture.', 'Strain the ground coconut mixture into the same bowl as kokum water and mix well.', 'Pour in individual serving glasses, garnish with coriander leaves and serve.']",,Maharashtrian,Beverages,,0-5 minutes,4,Tangy,,Veg
Chocolate Lassi-SK Khazana,[],"['Blend together yogurt, cocoa powder, powdered sugar, milk and salt. Add grated chocolate and blend till smooth.', 'Pour into individual glasses, top with some cocoa powder and dark chocolate and serve immediately.']",,Fusion,Beverages,,Cooking Time,4,Sweet,,Veg
Grilled Paneer Salad with Garlic Confit-Cook Smart,[],"['Heat 3 tablespoons olive oil and 2 teaspoons oil in a non-stick pan. Add garlic cloves and saute on low heat till golden.', 'Cut cottage cheese into half inch thick slices.', 'Heat 2 tablespoons olive oil in a non-stick grill pan. Place the cottage cheese slices on it and grill, turning sides, till grill marks appear on both sides.', 'To make salad, tear Iceberg lettuce leaves and lollo rosso lettuce leaves and place in a bowl. Add rocket leaves, olives and walnuts and toss well.', 'Deseed dried red chillies, break into smaller pieces and add to the pan with garlic and saute on low heat for a minute. Strain the garlic and chillies and place in a blender jar.', 'Add mustard paste, vinegar, salt and remaining olive oil and blend into a smooth thick paste.', 'Reserve little paste and add remaining paste to the salad and mix well.', 'Prepare a bed of salad on a serving platter, put the grilled cottage cheese slices on top, drizzle the reserved paste over the cottage cheese slices and serve immediately.']",,Fusion,Salads,,11-15 minutes,4,Tangy,,Veg
Chutney Grilled Tiger Prawns - SK Khazana,[],"['Take coriander leaves, mint leaves, garlic cloves, ginger, daalia, chaat masala, black salt, salt, crushed black peppercorns,  1/2  tbsp lemon juice, yogurt and a little water and blend to a smooth paste.', 'Take the prawns in a bowl, add salt, remaining lemon juice and ground paste and mix well. Keep aside for 10-15 minutes. Thread each marinated prawn onto 2 skewers.', 'Heat oil in a non-stick grill, place the skewers in it and cook for 2 minutes on each side.', 'Place some saffron aioli in a serving plate with the salad on one side. Place the prawns over it and serve immediately.']",,Indian,Snacks and Starters,,6-10 minutes,4,Mild,,Non Veg
Puffed Rice Upma-SK Khazana,[],"['Put puffed rice in a sieve and pour sufficient water over. Once the water drains put the puffed rice in a bowl and set aside.', 'Heat oil in a non-stick pan. Add mustard seeds and let the seeds splutter.', 'Add Bengal gram, curry leaves and green chillies, mix and saute well. Add peanuts and saute well.', 'Add onion, mix and saute till onion turns translucent.', 'Add green peas and mix. Add turmeric powder and chilli powder, mix well and cook for 1-2 minutes.', 'Add some water and mix. Add puffed rice and mix. Add salt, mix and cook for a minute.', 'Serve hot.']",,Indian,Snacks and Starters,,11-15 minutes,4,Spicy,,Veg
Chicken Kabiraj,[],"['Take chicken mince in a bowl. Add onion, garam masala powder, salt, crushed peppercorns, green chillies, garlic and ginger and mix well. Add chopped coriander and mix well. Refrigerate for 30-45 minutes.', 'Break eggs in a bowl. Add salt, crushed peppercorns and cornstarch and whisk well. Add some water and whisk well.', 'Spread breadcrumbs on a plate.', 'Heat oil in a non-stick pan.', 'Grease your palms with some oil. Divide the prepared chicken mixture into equal portions and shape them into cutlets. Dip in egg mixture and coat in bread crumbs.', 'Shallow-fry the prepared cutlets on medium heat till golden and crisp from both sides. Pour the remaining egg mixture over cutlets and fry till the egg is cooked. Drain on absorbent paper.', 'Serve hot.']",,Bengali,Snacks and Starters,,16-20 minutes,4,Spicy,,Non Veg
Hazelnut and Chocolate Clafoutis,[],"['Preheat the oven to 180degC.', 'Toast the hazelnuts in the preheated oven for five to ten minutes. Remove from oven, cool and grind finely.', 'Melt the butter gently in a non-stick pan.', 'Grease four ramekin moulds with some butter and dust with some of the ground hazelnuts.', 'Sieve together the flour and salt in a bowl. Add the almonds, castor sugar, eggs, egg yolks, orange zest and milk and mix well.', 'Scrape out the seeds from the vanilla pod into the mixture and mix. Add the melted butter and orange juice and mix.', 'Transfer the prepared mixture into the greased moulds and add chocolate to each. Place the moulds on a baking tray, put the tray in the preheated oven and bake for fifteen minutes.', 'Serve hot.']",,French,Desserts,,26-30 minutes,4,Sweet,,Veg
Chocolate Burfi,[],"['Crumble mawa into fine granules. Grease a tray with oil and keep aside.', 'Cook mawa in a thick-bottomed pan, stirring continuously till it is completely melted and has a thick sauce like consistency. Do not colour.', 'Stir in sugar till it is completely dissolved and mawa is cooked. Remove half of this mixture and pour onto the greased tray.', 'For spreading the mawa evenly on the tray, hold it from two sides and tap it on a hard surface two or three times. Let it cool. Keep the remaining half on low heat.', 'Add the cocoa powder and mix well. Pour the cocoa mixture over the earlier mixture. Let it cool completely. Cut into pieces and serve coated with silver varq if desired.']",,Indian,Mithais,,16-20 minutes,,Sweet,,Veg
Breakfast Couscous Yogurt and Date Parfait,[],"['Heat a deep non-stick pan, add castor sugar, cardamoms, orange rind strips, cloves, cinnamon and one and a half cups water, mix and bring the mixture to a boil. Reduce heat and simmer till the syrup thickens.', 'Put dates in a bowl. Reserve one tablespoon of syrup and add the remaining to the dates, mix and set aside to cool.', 'Put orange juice, butter, grated orange rind and reserved syrup in a microwave-safe bowl and mix well. Add three-fourth cup of hot water, stir and heat in a microwave for thirty seconds on HIGH.', 'Take the couscous in a large bowl. Add the hot liquid, cover and set aside for five minutes. Fluff-up the grains and set aside to cool completely.', 'Divide the couscous mixture equally into four medium glasses. Top with yogurt and the date mixture, sprinkle pistachios and serve immediately.']",,Fusion,Snacks and Starters,,16-20 minutes,4,Sweet,,Veg
Apple Pickle,[],"['Heat oil in a non-stick pan. Add ginger and garlic and saute for a minute. Reduce heat, add raisins and saute for a minute or till it puffs up.', 'Add grated Washington Apples and sugar, mix and cook till sugar melts and the mixture thickens.', 'Add vinegar and salt, mix and cook for a minute. Add dried pickle masala powder, mix and cook till it thickens.', 'Remove from heat, cool and serve or store in a jar.']",,Indian,"Pickles, Jams and Chutneys",,6-10 minutes,4,Sweet & Sour,,Veg
